"sample_id","stratum","stratum_rank","selection_hash","oracle_id","scryfall_id","name","mana_cost","type_line","oracle_text","keywords","layout","power","toughness","faces_json","classification","implementation_family","recommended_tier","primary_gap","secondary_gaps","rationale","code_evidence","scryfall_uri","rulings_uri"
"303","BLB-common","3","02cc60ec0a90ed0135fba05dcfa94842b6374937dec7016dbb6df1e2b7326071","91ddd2bd-2dec-4670-8edb-e89c009b2187","13cb9575-1138-4f99-8e90-0eaf00bdf4a1","Pearl of Wisdom","{2}{U}","Sorcery","This spell costs {1} less to cast if you control an Otter.
Draw two cards.","","normal","","","[]","full_now","composable_ron","Data","","","Otter count conditional generic reduction and Draw two.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/blb/64/pearl-of-wisdom?utm_source=api","https://api.scryfall.com/cards/13cb9575-1138-4f99-8e90-0eaf00bdf4a1/rulings"
"304","BLB-common","4","040285da77ef1246d41a8666168a0529e05cad7612e24a94c92991ef9a46d1f5","a50db36c-948b-4132-a5e5-84aab1f42612","d6844bad-ffbe-4c6e-b438-08562eccea52","Skyskipper Duo","{4}{U}","Creature — Bird Frog","Flying
When this creature enters, exile up to one other target creature you control. Return it to the battlefield under its owner's control at the beginning of the next end step.","Flying","normal","3","3","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","blink","","Flying works; delayed exact-card exile return missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/blb/71/skyskipper-duo?utm_source=api","https://api.scryfall.com/cards/d6844bad-ffbe-4c6e-b438-08562eccea52/rulings"
"305","BLB-common","5","047b4b17e8d8366a620ad79e5c003313e3a9eed7cc13ffdfced0bb115406bb3a","ce36a450-68a6-4519-a9f0-0e3b772054eb","d3871fe6-e26e-4ab4-bd81-7e3c7b8135c1","Alania's Pathmaker","{3}{R}","Creature — Otter Wizard","When this creature enters, exile the top card of your library. Until the end of your next turn, you may play that card.","","normal","4","2","[]","full_now","composable_ron","Data","","","ETB ExileTopWithPlayPermission with through-next-turn duration.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/blb/123/alanias-pathmaker?utm_source=api","https://api.scryfall.com/cards/d3871fe6-e26e-4ab4-bd81-7e3c7b8135c1/rulings"
"306","BLB-common","6","0711ebe0cea55523f9ff36a1781f693856477053b5dca0ba43158f2009801567","76c2e0b4-d4fa-4e98-b363-0a76eb481304","1c671eab-d1ef-4d79-94eb-8b85f0d18699","Finch Formation","{2}{U}","Creature — Bird Scout","Offspring {3} (You may pay an additional {3} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
Flying
When this creature enters, target creature you control gains flying until end of turn.","Flying; Offspring","normal","2","2","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","token_copy","offspring","Flying/ETB grant works; Offspring requires copy token with P/T exception and payment-linked ETB.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/blb/50/finch-formation?utm_source=api","https://api.scryfall.com/cards/1c671eab-d1ef-4d79-94eb-8b85f0d18699/rulings"
"307","BLB-common","7","07486db74b1462317b9713722aa9ba8ad65d6880c1996ecc43e8840224408461","43ccc568-2509-49b6-99d7-c56900d1565a","cea2bb34-e328-44fb-918a-72208c9457e4","Daggerfang Duo","{2}{B}","Creature — Rat Squirrel","Deathtouch
When this creature enters, you may mill two cards. (You may put the top two cards of your library into your graveyard.)","Mill; Deathtouch","normal","3","2","[]","full_now","composable_ron","Data","","","Deathtouch plus optional mill ETB.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/blb/89/daggerfang-duo?utm_source=api","https://api.scryfall.com/cards/cea2bb34-e328-44fb-918a-72208c9457e4/rulings"
"308","BLB-common","8","0d3718b81ce70d24c54679d1525370415913bd9d12e04fe13e5f343090511c8e","5fe3aabd-3271-41bf-ae50-f6efaba7c4ae","eb03bb4f-8b4b-417e-bfc6-294cd2186b2e","Carrot Cake","{1}{W}","Artifact — Food","When this artifact enters and when you sacrifice it, create a 1/1 white Rabbit creature token and scry 1. (Look at the top card of your library. You may put that card on the bottom.)
{2}, {T}, Sacrifice this artifact: You gain 3 life.","Scry","normal","","","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","zone_observer","","ETB Rabbit/Scry and Food activation work; sacrifice-self-specific observer missing.","tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-core/src/engine/mod.rs;tricerules/tricerules-core/src/engine/triggers.rs","https://scryfall.com/card/blb/7/carrot-cake?utm_source=api","https://api.scryfall.com/cards/eb03bb4f-8b4b-417e-bfc6-294cd2186b2e/rulings"
"309","BLB-common","9","0dfc5b6a729010249ef6edd15ac19769b3cbfb2739731e646febe0ec787ce90a","a7b12df9-fddd-4cd4-8c09-d54a47867ab6","fada29c0-5293-40a4-b36d-d073ee99e650","Diresight","{2}{B}","Sorcery","Surveil 2, then draw two cards. You lose 2 life. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)","Surveil","normal","","","[]","full_now","composable_ron","Data","","","Surveil followed by draw/life loss.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/blb/91/diresight?utm_source=api","https://api.scryfall.com/cards/fada29c0-5293-40a4-b36d-d073ee99e650/rulings"
"310","BLB-common","10","1c0fce303b219e7475aee01af4cc6f462189ff77b818ced95243de753a9e0049","5e11386f-4667-47f7-b280-eabd927e4a46","35898b39-98e2-405b-8f18-0e054bd2c29e","Waterspout Warden","{2}{U}","Creature — Frog Soldier","Whenever this creature attacks, if another creature entered the battlefield under your control this turn, this creature gains flying until end of turn.","","normal","3","2","[]","full_now","composable_ron","Data","","","Attack intervening condition on another creature entry this turn.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/blb/80/waterspout-warden?utm_source=api","https://api.scryfall.com/cards/35898b39-98e2-405b-8f18-0e054bd2c29e/rulings"
"311","BLB-common","11","244699a5f5427646a1d44227f49f5629c9d064099bd745f30ada848f0556e249","93596258-bb44-4aa3-833d-9a0ab16b5ec1","3c7b3b25-d4b3-4451-9f5c-6eb369541175","Crumb and Get It","{W}","Instant","Gift a Food (You may promise an opponent a gift as you cast this spell. If you do, they create a Food token before its other effects. It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
Target creature you control gets +2/+2 until end of turn. If the gift was promised, that creature also gains indestructible until end of turn.","Gift; Food","normal","","","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","gift","","Friendly pump works; opponent Gift promise and receipt-linked indestructible missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/blb/8/crumb-and-get-it?utm_source=api","https://api.scryfall.com/cards/3c7b3b25-d4b3-4451-9f5c-6eb369541175/rulings"
"312","BLB-common","12","27192e90359122eebf52d38177d16f1152ead4fec727e667bee207f1689ee0d5","7a70faf5-cc04-402b-92e3-67746788f510","7740abc5-54e1-478d-966e-0fa64e727995","Sunshower Druid","{G}","Creature — Frog Druid","When this creature enters, put a +1/+1 counter on target creature and you gain 1 life.","","normal","0","2","[]","full_now","composable_ron","Data","","","ETB targeted counter and controller life gain.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/blb/195/sunshower-druid?utm_source=api","https://api.scryfall.com/cards/7740abc5-54e1-478d-966e-0fa64e727995/rulings"
"313","BLB-common","13","28b2d70fc11e147468458a9d592c52fbabc3a6d3ecfd272ce6413d36053e700d","c9d8c983-2845-42e6-b6b8-bf7cf2729b23","4dc3b49e-3674-494c-bdea-4374cefd10f4","Shore Up","{U}","Instant","Target creature you control gets +1/+1 and gains hexproof until end of turn. Untap it. (It can't be the target of spells or abilities your opponents control.)","","normal","","","[]","full_now","composable_ron","Data","","","Friendly pump, hexproof and untap.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/blb/69/shore-up?utm_source=api","https://api.scryfall.com/cards/4dc3b49e-3674-494c-bdea-4374cefd10f4/rulings"
"314","BLB-common","14","2af7749f93a01b77b622c1f7e81e1c2ecb215c08305ff11039384491f096d5d2","980cd7d5-a511-49ab-bc52-08b71c65db76","a839fba3-1b66-4dd1-bf43-9b015b44fc81","Kindlespark Duo","{2}{R}","Creature — Lizard Otter","{T}: This creature deals 1 damage to target opponent.
Whenever you cast a noncreature spell, untap this creature.","","normal","1","3","[]","full_now","composable_ron","Data","","","Tap opponent damage and noncreature cast untap trigger.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/blb/142/kindlespark-duo?utm_source=api","https://api.scryfall.com/cards/a839fba3-1b66-4dd1-bf43-9b015b44fc81/rulings"
"315","BLB-common","15","2d40b68ac4c9fb0831e40854cac3bbe995bb86156453707b3254f564f9252c39","d23c3613-bc5e-4fc5-939c-62a090c53a79","68b90f54-d629-4126-82cc-13b51d6c1c3e","Uncharted Haven","","Land","This land enters tapped. As it enters, choose a color.
{T}: Add one mana of the chosen color.","","normal","","","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","chosen_color","","Persistent entry color choice missing; arbitrary replacement color would not be faithful.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/blb/261/uncharted-haven?utm_source=api","https://api.scryfall.com/cards/68b90f54-d629-4126-82cc-13b51d6c1c3e/rulings"
"316","BLB-common","16","2d8138db3c99f159f042a65cee5b1af438d3b853498e82c997e71d649082de20","4c2e84dc-b4f5-4eca-af07-1c53a1caae7c","874510be-7ecd-4eff-abad-b9594eb4821a","Ravine Raider","{B}","Creature — Lizard Rogue","Menace (This creature can't be blocked except by two or more creatures.)
{1}{B}: This creature gets +1/+1 until end of turn.","Menace","normal","1","1","[]","full_now","composable_ron","Data","","","Menace plus fixed source pump activation.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/blb/106/ravine-raider?utm_source=api","https://api.scryfall.com/cards/874510be-7ecd-4eff-abad-b9594eb4821a/rulings"
"317","BLB-common","17","3006be9a759b7a2988caacb81ecb400a5a74f3599a0f80f36c185c5b1729c264","ed7f64d1-69ba-40f5-9863-3edba10e23c7","742c0409-9abd-4559-b52e-932cc90c531a","Nocturnal Hunger","{2}{B}","Instant","Gift a Food (You may promise an opponent a gift as you cast this spell. If you do, they create a Food token before its other effects. It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
Destroy target creature. If the gift wasn't promised, you lose 2 life.","Gift; Food","normal","","","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","gift","","Destroy and ordinary life loss work; Gift option/recipient/receipt missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/blb/102/nocturnal-hunger?utm_source=api","https://api.scryfall.com/cards/742c0409-9abd-4559-b52e-932cc90c531a/rulings"
"318","BLB-common","18","3778653ea3685f52d67f1ad4476638edb688bee8806c8bd180ee6cce2848ba00","33f4fcd5-4eea-4146-a564-da5511a8ee0a","44b0d83b-cc41-4f82-892c-ef6d3293228a","Thought Shucker","{1}{U}","Creature — Rat Rogue","Threshold — {1}{U}: Put a +1/+1 counter on this creature and draw a card. Activate only if there are seven or more cards in your graveyard and only once.","Threshold","normal","1","3","[]","full_now","composable_ron","Data","","","Graveyard count activation condition, PerObject limit, source counter and draw.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/blb/77/thought-shucker?utm_source=api","https://api.scryfall.com/cards/44b0d83b-cc41-4f82-892c-ef6d3293228a/rulings"
"319","BLB-common","19","39200c9b1b516c327d9a9951eadf1b37cfc3e722219c0a4647780312826e2194","99007c40-1eb5-4c3a-9889-6d12417d8191","0928e04f-2568-41e8-b603-7a25cf5f94d0","Nightwhorl Hermit","{2}{U}","Creature — Rat Rogue","Vigilance
Threshold — As long as there are seven or more cards in your graveyard, this creature gets +1/+0 and can't be blocked.","Vigilance; Threshold","normal","1","4","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","combat_predicate","","Vigilance and threshold pump work; conditionally active unblockability missing.","tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/keywords.rs;tricerules/tricerules-core/src/engine/combat.rs;tricerules/tricerules-core/src/engine/legal_actions.rs","https://scryfall.com/card/blb/62/nightwhorl-hermit?utm_source=api","https://api.scryfall.com/cards/0928e04f-2568-41e8-b603-7a25cf5f94d0/rulings"
"320","BLB-common","20","3c2024bc2c9db78eb0a3d0c1adb1b3f5424abebccec2331c7ae3ade34fe3a5c7","19b5c94b-b4fa-41a9-b649-51c4e6f03602","509bf254-8a2b-4dfa-9ae5-386321b35e8b","Might of the Meek","{R}","Instant","Target creature gains trample until end of turn. It also gets +1/+0 until end of turn if you control a Mouse.
Draw a card.","","normal","","","[]","full_now","composable_ron","Data","","","Trample plus controller Mouse condition for pump and Draw.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/blb/144/might-of-the-meek?utm_source=api","https://api.scryfall.com/cards/509bf254-8a2b-4dfa-9ae5-386321b35e8b/rulings"
"321","BLB-common","21","3dd4f294007520be586491bbb7f3fef161a5bb69a132d844ca5adc46f6fab83e","9740ce6d-ef6b-4d70-839a-8bd5e0e1e0a1","6b485cf7-bad0-4824-9ba7-cb112ce4769f","Druid of the Spade","{2}{G}","Creature — Rabbit Druid","As long as you control a token, this creature gets +2/+0 and has trample.","","normal","2","3","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","target_predicate","","Battlefield condition cannot select any token permanent.","tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs;tricerules/tricerules-core/src/engine/legal_actions.rs;tricerules/tricerules-core/src/engine/targeting.rs","https://scryfall.com/card/blb/170/druid-of-the-spade?utm_source=api","https://api.scryfall.com/cards/6b485cf7-bad0-4824-9ba7-cb112ce4769f/rulings"
